(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
(85.60037712654788, 0.9999999592920866)
