(('1960', '01', '83620'), -3.7634408602150544)
(('1960', '01', '83640'), -3.1623655913978497)
(('1960', '01', '84310'), -2.8818791946308733)
(('1960', '01', '84580'), -4.626881720430107)
(('1960', '01', '84620'), -4.33064516129032)
(('1960', '01', '85040'), -4.322580645161292)
(('1960', '01', '85240'), -4.034634974533106)
(('1960', '01', '85650'), -4.945161290322583)
(('1960', '01', '86370'), -4.107130730050934)
(('1960', '01', '86480'), -3.840136054421771)
(('1960', '01', '87150'), -2.1572916666666675)
(('1960', '01', '87450'), -2.2709677419354826)
(('1960', '01', '89240'), -1.3604838709677423)
(('1960', '01', '91620'), -4.383673469387755)
(('1960', '01', '93220'), -4.517660550458714)
(('1960', '01', '93640'), -5.223300970873783)
(('1960', '01', '94170'), -5.248484848484846)
(('1960', '01', '95620'), -4.438709677419354)
(('1960', '01', '96350'), -4.870819112627987)
(('1960', '01', '97110'), -4.542694063926939)
(('1960', '01', '97200'), -4.408813559322033)
(('1960', '01', '97260'), -4.58034188034187)
(('1960', '01', '97530'), -4.641309255079007)
(('1960', '01', '97620'), -5.0311827956989275)
(('1960', '01', '97630'), -4.389156626506025)
(('1960', '01', '98040'), -3.2927125506072863)
(('1960', '01', '99270'), -2.3326315789473684)
(('1960', '01', '99450'), -2.5924731182795697)
(('1960', '02', '102190'), -9.61810344827586)
(('1960', '02', '103090'), -9.556321839080464)
(('1960', '02', '103410'), -12.037931034482753)
(('1960', '02', '105370'), -9.772413793103448)
(('1960', '02', '106100'), -8.454022988505747)
(('1960', '02', '107400'), -5.178160919540231)
(('1960', '02', '107440'), -5.3436781609195405)
(('1960', '02', '108170'), -3.471264367816092)
(('1960', '02', '108320'), -4.810344827586207)
(('1960', '02', '108640'), -5.979310344827584)
(('1960', '02', '113410'), -11.688505747126435)
(('1960', '02', '114010'), -11.068965517241379)
(('1960', '02', '115230'), -8.711494252873562)
(('1960', '02', '116650'), -10.195402298850574)
(('1960', '02', '117160'), -7.197578692493948)
(('1960', '02', '117330'), -5.30344827586207)
(('1960', '02', '123480'), -11.624137931034483)
(('1960', '02', '124020'), -11.512931034482763)
(('1960', '02', '127310'), -9.158620689655173)
(('1960', '02', '127380'), -7.299999999999999)
(('1960', '02', '127600'), -5.8218390804597675)
(('1960', '02', '132620'), -9.251724137931037)
(('1960', '02', '134110'), -9.831034482758632)
(('1960', '02', '135440'), -11.171739130434782)
(('1960', '02', '136420'), -12.058620689655173)
(('1960', '02', '136610'), -11.636781609195403)
(('1960', '02', '137030'), -8.772340425531914)
(('1960', '02', '139340'), -7.605263157894735)
(('1960', '02', '139540'), -10.037362637362639)
(('1960', '02', '140360'), -7.3784090909090905)
(('1960', '02', '144300'), -13.681034482758626)
(('1960', '02', '145340'), -12.170786516853935)
(('1960', '02', '147100'), -14.186206896551724)
(('1960', '02', '147570'), -14.272826086956524)
(('1960', '02', '149160'), -10.924175824175824)
(('1960', '02', '150640'), -11.203431372549007)
(('1960', '02', '151290'), -9.489655172413794)
(('1960', '02', '155910'), -15.503448275862068)
(('1960', '02', '157720'), -14.695402298850578)
(('1960', '02', '158850'), -13.167045454545455)
(('1960', '02', '159970'), -14.678021978021974)
(('1960', '02', '160740'), -9.399999999999999)
(('1960', '02', '160790'), -14.65977011494253)
(('1960', '02', '162860'), -11.670588235294119)
(('1960', '02', '163690'), -12.610227272727268)
